"ID","HORA_1","HORA_2","HORA_3","HORA_4","HORA_5","HORA_6","HORA_7","HORA_8","HORA_9","HORA_10","HORA_11","HORA_12","HORA_13","HORA_14","HORA_15","HORA_16","HORA_17","HORA_18","HORA_19","HORA_20","HORA_21","HORA_22","HORA_23","HORA_24","TOTAL","FECHA","TIPO_FECHA","FILE_TYPE"
4460,911129.93,875873.4099999999,841935.71,815284.9600000001,787503,764806,735818.06,709191.76,709437.87,730215.0599999999,768726.9400000001,804896.75,821518.61,809430.62,816167.8799999999,811077.1299999999,780418.16,785717.99,858125.59,872867.8999999999,891787.58,917786.86,922991.7,900625.29,19643334.759999994,18-DEC-22,"2","txf"
4461,865788.98,830761.38,798212.99,778114.69,761596.2100000001,735559.6799999999,711075.9,713522.91,738886.3,761679.01,781648.29,804281.0700000001,814771.9800000001,857375.53,888021.33,878706.85,847245.38,831105.3,894530.9700000001,916864.5599999999,939392.2999999999,963208.0800000001,961780.62,928957.36,20003087.670000006,19-DEC-22,"0","txf"
4462,888334.85,841725.08,806774.69,778872.29,766177.48,748630.25,718098.66,723476.4,747638.28,764673.95,793178.01,826944.67,838636.3700000001,873892.21,905537.91,901313.89,858361,836840.16,909352.79,926596.92,949031.5499999999,971537.9199999999,973775.4,941153.51,20290554.24,20-DEC-22,"0","txf"
4463,894403.48,857468.89,828606.98,799974.29,778373.8400000001,754967.04,717416.4,715043.43,748257.0399999999,773646.6900000001,806367.0700000001,837700.8400000001,848950.04,889436.4400000001,915458.25,905507.58,878080.46,852628.7200000001,923106.46,939163.28,958198.7100000001,982885.3,987151.05,965063.19,20557855.470000003,21-DEC-22,"0","txf"
4464,917210.96,871933.51,832347.5499999999,804768.9500000001,778937.37,756561.99,712851.78,710298.79,737015.0299999999,761715.4299999999,788998.0199999999,819709.4700000001,835568.25,879077.36,913221.31,913798.36,878767.05,849612.48,920013.88,940351.82,958283.56,984310.1,997735.1,972618.52,20535706.640000004,22-DEC-22,"0","txf"
4465,934180.26,891808.85,856516.39,830314.78,811099.9,788524.51,748431.9500000001,736254.3400000001,766411.54,790983.1399999999,820530.98,847175.86,852618.78,881943.5700000001,910059.01,896323.04,874049.32,853177.23,925557.38,945915.76,959095.8099999999,978589.05,985584.01,971522.94,20856668.400000002,23-DEC-22,"0","txf"
4466,931922.44,892678.66,858876.7899999999,838565.15,818294.23,795682.61,758986.7100000001,735882.14,750794.68,760713.6299999999,776866.7999999999,804264.0700000001,823808.89,848160.86,861748.1900000001,856287.44,839589.35,829182.6000000001,945249.7100000001,956471.13,902892.57,851933.21,829092.78,821853.1900000001,20089797.830000002,24-DEC-22,"1","txf"
4467,837056.34,847783.3099999999,842491.53,825304.9600000001,804911.66,784679.58,746833.7,715906.52,717794.62,725136.3,732169.79,747137.73,766709.75,779575.6,798156.61,792816.9600000001,769856.73,758289.86,836895.02,862579.58,882474.03,905581.75,913663.2999999999,897892.24,19291697.47,25-DEC-22,"2","txf"
4468,864511.6599999999,830448.49,799593.2999999999,776555.3200000001,755552.64,735916.51,708039.79,711081.78,750288.5299999999,767441.06,786523.21,821319.4199999999,837592.76,872425.08,903649.7999999999,898417.3400000001,870144.3500000001,836411.09,902101.43,923920.0599999999,939696.69,965016.74,969749.8200000001,942897.19,20169294.06,26-DEC-22,"0","txf"
4469,899437.9600000001,856740.4199999999,818156.02,788082.3099999999,772162.1699999999,756381.85,724466.23,723310.78,740536.42,764930.74,798059.85,826424.63,831204.1599999999,845188.51,864787.05,869518.78,841042.84,825109.11,901733.26,928154.25,946646.1900000001,972237.23,979506.53,951419.9400000001,20225237.230000004,27-DEC-22,"0","txf"
4470,906309.39,864861.21,843638.09,819552.64,801981.16,783173.47,752820.93,741809.03,771521.41,791780.24,813394.62,846929.83,858925.47,892099.38,922609.39,918340.44,879176.4,855671.5800000001,931188.59,960305.9600000001,973269.47,993747.36,998902.39,956492.3099999999,20878500.759999998,28-DEC-22,"0","txf"
4471,918483.17,891859.6799999999,856488.5599999999,824598.75,798031.5199999999,775814.86,740094.85,724990.32,745107.4299999999,772247.93,804506.57,834496.9400000001,850338.52,894514.22,929665.6,928499.63,894115.3300000001,860117.75,925713.02,947209.74,959629,977928.7999999999,993926.2,970041.0299999999,20818419.419999998,29-DEC-22,"0","txf"
4472,926346.7899999999,883210.12,855029.54,830938.99,813169.3099999999,792921.15,757624.76,748045.16,772973.5900000001,784883.18,809100.91,831760.86,845581.5,875445.84,896112.3099999999,892775.98,864697.27,843097.1900000001,922888.9299999999,951783.7,961189.58,977442.5,988777.37,972010.28,20797806.81,30-DEC-22,"0","txf"
4473,934628.17,898060.16,864790.0499999999,841527.4400000001,818646.6,801072.2999999999,766295.07,742681.3500000001,754750.78,766178.62,781674.4600000001,808035.11,826733.3300000001,852155.08,874489.92,876180.66,864148.17,869924.51,971062.5299999999,999159.54,956723.06,883985.47,837145.64,814105.01,20404153.03,31-DEC-22,"1","txf"
4474,817563.2799999999,854273.66,870510.71,864078.5499999999,846706.7000000001,829760.78,798082.12,778277.76,789197.5,792102.89,787802.02,780011.38,786727.23,785460.48,788077.1599999999,781138.06,754734.66,747080.6,821413.6299999999,852274.0499999999,872054.01,897276.37,903528.37,891195.2,19689327.170000006,01-JAN-23,"2","txf"
4475,871122.12,842391.11,817181.27,796132.1799999999,774530.7899999999,753092.8400000001,731315.33,719068.11,731165,732623.42,744309.25,767436.84,783665.26,809454.99,836791.9099999999,834354.54,807225.66,782350.72,859417.9,888721.7200000001,908065.0499999999,933063.36,944710.11,928283.26,19596472.740000002,02-JAN-23,"0","txf"
4476,889176.18,849162.0700000001,811967.77,780660.1100000001,763307.59,740418.25,713657.88,714528.9,735723.28,746809.53,765076.69,800861.7100000001,807910.9500000001,842038.73,873664.15,869366.39,820344.97,781101.4600000001,869108.88,904956.15,928935.13,954803.52,959812.98,933885.99,19857279.26,03-JAN-23,"0","txf"
4477,889353.56,850758.42,824525.66,799005.02,777081.9199999999,757519.0599999999,714077.83,715178.82,745449.05,754456.98,775719.34,802235.8300000001,816376.93,858128.19,894238.12,891779.5,857664.8999999999,820708.68,892649,930762.3600000001,947752.13,972762.1699999999,972045.34,942734.45,20202963.259999998,04-JAN-23,"0","txf"
4478,900219.39,859339.25,821747.4400000001,792794.96,766445.08,742827.75,711261.01,698016.4099999999,724658.02,742264.1,767714.6599999999,795655.51,814634.76,847555.76,891408.84,892364.76,862165.49,817812.62,879719.7899999999,923294.24,949198.04,977957,991183.2000000001,968936.62,20139174.7,05-JAN-23,"0","txf"
4479,922071.52,882926.48,852047.7899999999,829710.25,804906.5900000001,785092.98,754118.54,742068.53,764216.1599999999,773108.99,803115.7899999999,834538.1499999999,843021.2200000001,873947.12,892250.24,886844.87,859888.2,824019.75,901936.3400000001,941950.79,963342.73,982734.55,981106.5700000001,968860.75,20667824.9,06-JAN-23,"0","txf"
4480,941726.77,910378.01,875209.92,853868.26,831921.01,812598.5800000001,773520.7200000001,746638.3,767791.98,780403.32,798743.22,828984.47,838364.78,859866.07,871666.8,866598.45,841069.89,805307.3200000001,889273.9500000001,928489.4400000001,930117.75,941068.91,953194.07,942607.3200000001,20589409.310000002,07-JAN-23,"1","txf"
4481,908495.45,876037.7699999999,843153.81,813038.69,785356.13,760191.03,741494.66,705244.6799999999,692652.39,689871.8400000001,696586.9700000001,712414.65,730693.17,751783.87,772458.2100000001,775917.87,757242.28,748867.53,833142.89,878831.6699999999,906369.18,932671.4400000001,941019.61,922155,19175690.79,08-JAN-23,"2","txf"
4482,900101.21,874519.2,850225.7,823982.1900000001,805083.3,788166.01,764378.96,725554.68,729412.18,727660.97,737825.2699999999,760072.15,775496.9400000001,786921.7,793836.6900000001,785163.8,754159.78,747555.43,811521.1699999999,839069.4199999999,868286.76,890884.88,888740.41,832223.74,19260842.539999995,09-JAN-23,"2","txf"
4483,784774.13,771596.53,748435.7200000001,730754.86,725940.02,718564.72,708867.16,696884.5399999999,719160.5599999999,718111.25,723276.62,740502.77,751207.93,776432.6399999999,803627.4500000001,796070.75,758230.64,755354.46,811112.6399999999,843552.27,859972.63,877675.89,866361.01,837369.78,18523836.970000003,10-JAN-23,"0","txf"
4484,808005.4700000001,778767.4700000001,761643.17,739205.36,723677.57,711013.5,696471.77,691938.08,718975.8099999999,743046.81,763711.62,797198.02,788987.4500000001,805578.3099999999,837627.2,822567.49,790233.88,765052.8200000001,825515.9199999999,858275.8500000001,878222.99,898019.99,894861.87,866129.3300000001,18964727.75,11-JAN-23,"0","txf"
4485,821148.6799999999,790199.33,761041.19,738442.72,719474.62,683883.47,670595.0399999999,660888.5800000001,690521.1299999999,709189.99,728307.36,750129.83,761222.22,795392.73,824962.12,823287.84,783549.73,753015.63,818634.92,859645.52,898412.09,940934.14,948195.7100000001,916791.1,18847865.69,12-JAN-23,"0","txf"
4486,877445.8300000001,844281.7200000001,816654.77,795329.27,780797.26,762560.58,744647.17,734828.27,754575.19,764378.75,777482.55,787828.27,797818.86,828468.8,878080.9,874080.8,849524.99,813661,872005.1,917809.13,940622.7000000001,959657.78,963949.2899999999,936572.99,20073061.970000003,13-JAN-23,"0","txf"
4487,896030.59,859294.79,827911.41,809698.79,790848.24,773032.1599999999,747740.61,722485.74,737156.0800000001,749294.8999999999,761940.12,784618,793445.3200000001,810934.4199999999,834772.88,827241.6799999999,798604.02,785130.42,856391.6900000001,891449.14,903626.98,910333.4500000001,911854.38,896829.08,19680664.889999997,14-JAN-23,"1","txf"
4488,871047.9400000001,837438.75,805133.21,781546.71,764519.84,705647.15,678424,645565.8300000001,638348.53,627551.05,637989.45,660015.9400000001,680582.41,698558.6000000001,711873.2999999999,711225.72,687767.84,674873.28,750834.13,838324.82,875978.3300000001,904157.49,906268.88,872654.7300000001,17966327.930000003,15-JAN-23,"2","txf"
4489,842397.9500000001,808058.9500000001,775474.57,757033.6699999999,740473.99,726022.42,703802.29,698338.09,729710.7100000001,738529.21,761332.96,792048.8200000001,803415.75,840607.8899999999,871270.37,864756.23,831782.75,791363.03,844948.91,887761.32,916910.81,945545.77,943909.53,909220.33,19524716.32,16-JAN-23,"0","txf"
4490,859797.4800000001,822017.8600000001,784524.74,761759.23,750135.44,729122.9400000001,699121.3600000001,691172.13,721214.3,743382.25,772636.66,811020.38,818410.27,865856.7999999999,896009.18,894855.66,859292.36,799147.6,858857.13,904556.5499999999,930889.8400000001,959481.7200000001,957140.61,921311.55,19811714.040000003,17-JAN-23,"0","txf"
4491,877218.2,836972.25,811283.54,784136.39,760800.39,741262.42,713840.75,699973.2300000001,735303.84,749734.78,777573.19,816161.19,828594.9299999999,867816.76,908457.87,907741.46,873160.0900000001,821138.0700000001,873980.85,918964.46,951592.84,983182.89,980440.02,948348.49,20167678.899999995,18-JAN-23,"0","txf"
4492,898154.09,854868.0399999999,816629.68,789271.04,764538.42,743155.8,711712.87,700433.89,729523.2400000001,744632.62,774783.9,804393.54,806817.3799999999,851223,887504.57,891517.27,868095.5800000001,822016.6,874946.38,929596.42,955939.2200000001,983777.83,985971.51,950814.13,20140317.019999996,19-JAN-23,"0","txf"
4493,903592.9,862732.2999999999,821082.75,798610.71,780413.35,760047.85,732580.97,716785.96,745374.58,758154.99,783934.89,814324.86,817555.36,850120.32,893055.61,895677.11,860916.2,812844.57,862194.7,913229.1,937549.64,955517.1799999999,954522.87,926605.76,20157424.529999997,20-JAN-23,"0","txf"
4494,879811.9600000001,841624.27,800458.67,779314.65,756650.63,738511.91,707165.79,692729.1,721580.22,741068.74,762500.77,793695.58,799697.88,821418.04,849892.58,847586.41,819875.1000000001,794836.1699999999,864951.68,912127.54,917755.3099999999,922935.0599999999,925764.22,907003.1799999999,19598955.459999997,21-JAN-23,"1","txf"
4495,879546.6,842261.4500000001,809131.4299999999,779168.43,753685.8,732743.51,704755.7,650045.84,635375.86,639396.51,654769.5299999999,686989.1000000001,712974.7000000001,739979.74,763880.9500000001,774092.67,784980.24,765732.72,837396.15,897916.98,932395.7000000001,967994.0399999999,972180.87,936466.87,18853861.39,22-JAN-23,"2","txf"
4496,892323.24,851159.76,817174.26,793683.9199999999,776532.33,754196.7100000001,728832.34,714309.9199999999,744690.44,762700.57,791843,827032.22,837105.83,881450.89,919953.4,916597.61,880708.4,834636.71,875064.12,941565.18,978342.46,1014427.2899999999,1008705.15,965991.52,20509027.269999996,23-JAN-23,"0","txf"
4497,915388.64,872499.75,838457.76,812173.3300000001,799137.8600000001,767605.8300000001,730743.55,717008.46,744181.48,751612.37,784863.7899999999,824890.64,831176.99,873003.12,919249.1200000001,914594.29,879316.3400000001,839339.45,908302.1000000001,970209.75,1009271.51,1045998.33,1042330.59,995521.8,20786876.849999998,24-JAN-23,"0","txf"
4498,918792.34,877983.43,851856.78,824193.36,796067.09,774270.27,737594.8,725966.4400000001,747441.66,773760.57,807184.51,844294.38,855950.52,907672.73,950222.26,945262.36,911567.33,856277.4199999999,904076.2999999999,963159.5099999999,996736.7799999999,1027796.87,1023638.8300000001,970618.55,20992385.090000007,25-JAN-23,"0","txf"
4499,920239.56,872426.09,834782.46,803175.02,774009.49,748253.9,707906.65,695970.54,732291.6900000001,758976.2,794086.5399999999,829584.5599999999,839516.84,890898.0499999999,930775.4400000001,927061.16,888153.7200000001,831504.95,878219.25,939225.6599999999,971187.17,1007135.76,1011379.8700000001,967779.06,20554539.630000003,26-JAN-23,"0","txf"
4500,915778.4400000001,871203.91,824225.0099999999,796397.95,774807.56,749229.42,709733.44,696664.76,727747.65,746077.88,778691.44,817818.51,822196.24,863806.11,906255.0399999999,911345.4099999999,872057.45,814632.3099999999,844976,901492.4400000001,930555.87,962936.91,967435.3300000001,928610.0700000001,20134675.15,27-JAN-23,"0","txf"
4501,887566.2000000001,847595.15,808242.38,784794.9500000001,761822.78,736567.64,703074.24,681648.2000000001,709000.75,724743.33,749222.4,778282.89,790062.45,811827.3999999999,836370.1,832079.3300000001,803617.99,776487.75,841544.6,892046.2200000001,903135.48,908931.7599999999,907074.49,883874.38,19359612.86,28-JAN-23,"1","txf"
4502,856171.44,816648.7699999999,781435.9500000001,750035.0599999999,725029.0399999999,701831.1499999999,670782.74,640633.76,638893.5900000001,645986.11,661208.42,697259.11,722851.74,755803.66,782444.86,791310.3,769429.75,743590.14,804772.2899999999,868189.46,896935.88,929669.67,926419.5199999999,896044.78,18473377.19,29-JAN-23,"2","txf"
4503,851243.84,812457.17,778681.74,754110.2999999999,733586.35,711067.03,673988,665189.53,696108.4700000001,716316.9600000001,750711.83,791953.4900000001,806308.66,847549.5599999999,887254.0700000001,885206.82,850612.99,797688.34,846867.32,905874.25,931688.9400000001,961813.14,951521.4099999999,909750.9,19517551.11,30-JAN-23,"0","txf"
4504,857600.04,814517.14,779088.3999999999,751450.58,733437.65,717065.41,682226.32,670912.7100000001,706618.86,730664.63,756064.47,792359.0800000001,797441.73,845219.72,886853.55,879028.5900000001,841537.5900000001,792708.7899999999,834156.71,897856.3400000001,926348.59,961173.83,948127.16,902156.98,19504614.869999997,31-JAN-23,"0","txf"
4505,855790.8,815017.86,786585.8200000001,757065.9700000001,733414.96,713999.09,672079.4500000001,661603.1100000001,694823.45,719288.6699999999,755671.01,790766.24,800020.76,854454.4,905885.81,899101.4700000001,860100.0599999999,805083.28,842327.96,902321.93,929186.78,957394.9400000001,948615.1699999999,903807.34,19564406.330000002,01-FEB-23,"0","txf"
4506,851697.77,809772.87,777401.1699999999,744883.65,713053,694116.89,658009.54,648772.23,687347.6599999999,703883.6000000001,728850.64,770911.85,794721.52,846459.9,891130.93,889446.5900000001,859571.45,806610.49,847409.02,911351.33,936012.52,963075.22,959461.11,909488.34,19403439.289999995,02-FEB-23,"0","txf"
4507,861945.6399999999,824325.03,788747.96,763671.3300000001,744456.13,724594.8,689957.11,680320.83,715108.8,741175.9700000001,773871.46,806727.5,817819.27,862091.37,907038.0700000001,902504.61,865545.35,819355.75,865071.48,922526.27,947203.7999999999,969725.17,966432.71,936744.68,19896961.09,03-FEB-23,"0","txf"
4508,884843.3200000001,840806.2100000001,805505.7,781724.77,760555.82,745588.8200000001,721320.4500000001,701566.97,725420.84,738320.68,758644.71,785938.87,795626.85,817890.6399999999,846965.46,841763.54,811169.24,790069.15,848967.4,899815.8200000001,912647.34,921096.97,921526.4299999999,900574.75,19558350.75,04-FEB-23,"1","txf"
4509,869750.9700000001,835990.08,803040.4199999999,776848.0700000001,753945.8999999999,734996.75,711325.1,662719.23,659305.3099999999,654485.85,673507.54,704027.12,736255.95,766495.93,790566.89,805486.86,783243.4400000001,765508.77,828572.77,896693.73,937731.46,972742.19,967209.23,930694.8400000001,19021144.4,05-FEB-23,"2","txf"
4510,891335.48,852970.51,820723.76,796520.96,776365.03,748978.04,715280.83,703767.04,739286.39,762165.63,798637.35,834772.02,844483.76,897542.3600000001,942814.11,939255.1699999999,900837.5700000001,838733.84,881343.8099999999,950988.24,992702.3200000001,1028853.21,1016640.47,964713.58,20639711.479999997,06-FEB-23,"0","txf"
4511,912869.8200000001,869662.1100000001,827339.81,800428.2000000001,786885.46,760721.99,717945.74,684092.58,728909.55,753364.81,786347.4,820099.74,837418.22,902544.27,943213.13,936876.7200000001,891481.64,834942.39,882032.6,950770.28,990994.46,1029907.7899999999,1019281.91,971132.09,20639262.71,07-FEB-23,"0","txf"
4512,917345.4600000001,871252.8,845588.58,819477.65,796609.04,769776.1900000001,719118.5599999999,702970.73,738875.62,762870.6499999999,803300,841034.05,851415.7000000001,913931.78,957696.9500000001,952029.83,907763.99,846233.88,883172.82,957345.5700000001,999066.41,1038072.64,1025049.91,984878.3300000001,20904877.14,08-FEB-23,"0","txf"
4513,935059.4299999999,896240.32,865610.76,836019.46,802753.36,773935.2,716600,694625.16,730668.73,756697.91,799357.25,831861.38,844436.36,906736.3099999999,954916.25,952402.79,908128.17,851103.11,891492.27,967032.03,1006821.7999999999,1042455.78,1043096.69,990700.38,20998750.900000002,09-FEB-23,"0","txf"
4514,940421.63,899871.1100000001,863971.33,838677.8600000001,817659.77,792831.81,743539.55,726077.61,754950.9199999999,769155.9,802143.09,833561.76,844097.98,902833.13,961448.4199999999,960334.63,922448.34,856119.52,894781.5,962775.89,991844.52,1024085.7999999999,1030366.18,996655.61,21130653.860000003,10-FEB-23,"0","txf"
4515,948750.39,907263.01,870709.4299999999,845945.08,823566.8099999999,801916.99,767454.52,735218.24,752502.4,768834.23,798554.5800000001,826310,838596.6,863905.21,895013.9,892504.35,860195.25,832115.67,884681.76,944227.5,959513.5299999999,972671.4199999999,986007.97,968147.7100000001,20744606.550000004,11-FEB-23,"1","txf"
4516,934613.63,899318.99,866813.57,837989.64,805032.88,782098.3400000001,748780.39,713199.17,705379.74,703315.01,722826.57,756334.1000000001,793294.65,825023.64,852532.12,852981.93,826406.77,795737.3099999999,839609.9299999999,914852.51,961308.07,995201.26,997702.41,962566.15,20092918.779999997,12-FEB-23,"2","txf"
4517,917365.79,877323.46,838720.07,811902.12,791970.52,768987.4199999999,722357.8999999999,714611.4600000001,749351.37,768243.5599999999,801010.7100000001,835891.85,844603.78,903343.16,948715.52,942902.38,896060.27,834915.46,869088.62,939897.15,981546.46,1015032.42,1010273.0700000001,964488.89,20748603.41,13-FEB-23,"0","txf"
4518,917971.2,877278.3,845565.8,820379.88,805190.1599999999,775258.98,729373.19,702890.6,728875.36,746833.01,779383.5599999999,820214.12,837455.9800000001,897333.55,932182.74,922541.4099999999,885284.04,835743.0599999999,878563.94,950047.9299999999,981119.1000000001,1020802.59,1015197.19,968043.5599999999,20673529.25,14-FEB-23,"0","txf"
4519,918532.49,870123.0099999999,857605.12,834029.2000000001,808575.59,783711.26,730567.05,718352.14,744594.25,768228.0199999999,810594.82,844936.72,857824.87,917318.7000000001,959483.31,948170.8400000001,906589.05,855361.99,888793.15,959268.15,998700.85,1038684.3,1028933.18,987325.63,21036303.69,15-FEB-23,"0","txf"
4520,940614.88,899241.0499999999,849676.44,817299.8099999999,791962.51,760370.0599999999,705411.5299999999,687197.7,718228.49,748941.0299999999,786097.88,820240.26,838624.4,902799.94,954642.43,956787.72,914351.8300000001,852217.55,882267.55,952872.45,990121.4400000001,1030243.0800000001,1031918.1399999999,985976.44,20818104.610000003,16-FEB-23,"0","txf"
4521,935440.08,893222.62,858497.56,835829.33,814071.2999999999,786078.7200000001,734598.53,718672.35,749378.17,771234.9299999999,806916.5,842996.9,847488,902555.75,949634.75,946315.86,907174.38,841126.9500000001,868192.59,933446.9199999999,957941.8999999999,988708.8300000001,994178.63,964998.28,20848699.829999994,17-FEB-23,"0","txf"
4522,920896.0499999999,876655.17,838761.42,813004.4700000001,795307.2000000001,778093.25,748594.3300000001,727778.34,750963.25,764801.3,788353.8,822392.0399999999,828552.01,853199.5499999999,880125.6,870654.91,835892.47,806431.4,852469.02,917565.95,929313.28,933716.95,934277.8500000001,913788.25,20181587.86,18-FEB-23,"1","txf"
4523,879137.46,840185.1799999999,809461.84,780923.75,754984.36,736257.87,677396.0599999999,631176.74,630228.5499999999,634807.3899999999,650693.46,680436.8999999999,706991.75,726562.19,748659.44,750346.28,725002.34,697716.51,771655.2200000001,888828.44,925595.22,960058.38,954875.7799999999,919161.4,18481142.509999998,19-FEB-23,"2","txf"
4524,874432.23,833051.55,798917.98,771319.2000000001,749713.62,721156.55,677949.73,674746.05,715945.42,740382.4500000001,778544,815623.0499999999,826911.63,886485.15,937286.22,934265.77,898973.36,834289.29,855789.4199999999,927543.0700000001,964608.78,996998.28,985215.6,938789.36,20138937.76,20-FEB-23,"0","txf"
4525,889084.49,845712.3099999999,805200.2799999999,776363.23,755237.5800000001,730705.09,681704.64,670941.28,707314.84,732773.11,772174.9099999999,813689.53,824444.85,890978.08,935616.91,936093.38,903724.91,839740.1599999999,862220.7400000001,937707.72,976061.5700000001,1004016.17,988754.75,941108.6599999999,20221369.19,21-FEB-23,"0","txf"
4526,897309.3200000001,852991.59,821859.25,793885.07,768040.99,741750.11,688250.36,675027.16,714895.56,743825.29,782023.8200000001,815259.2899999999,825344.49,887278.0499999999,933976.17,934829.02,900321.9,842118.7999999999,866259.4,938588.84,978663.36,1016100.5399999999,1006782.3,960521.59,20385902.27,22-FEB-23,"0","txf"
4527,910701.15,865656.38,829388.5,799208.64,772908.89,747618.61,689222.5599999999,677188.24,697812.29,726698.39,763128.94,793724.72,802089.81,872940.3,925387.4,929872.16,912091.71,851164.7999999999,879123.3,954136.2799999999,988504.55,995831.61,1021160.38,968898.34,20374457.95,23-FEB-23,"0","txf"
4528,921130.88,875747.56,837456.3,810558.2000000001,789789.9,764607.0299999999,710504.19,703811.74,734521.76,755652.67,793002.65,826919.35,836090.63,896552.86,946633.1900000001,943757.31,908389.51,832556.3099999999,866156.35,941964.7999999999,971422.52,1001819.48,997732.23,957401.39,20624178.810000002,24-FEB-23,"0","txf"
4529,916023.59,875869.6000000001,837953.84,813343.66,788099.38,766392.03,728725.95,715148.11,734756.18,752527.9500000001,781544.0499999999,812282.5599999999,822873.39,853791.66,886212.8400000001,878836.54,847672.79,815712.66,856245.96,911865.02,936124.6,949939.62,952422.8200000001,934634.8400000001,20168999.640000004,25-FEB-23,"1","txf"
4530,910335.6799999999,871592.51,838425.05,809416.52,784034.43,736143.61,707231.5800000001,682235.09,684467.1100000001,692006.93,712068.14,751036.02,782960.96,821300.63,838860.2,831598.13,803070.69,768475.62,819721.74,911387.03,956930.03,994259.32,988663.5800000001,949990.1100000001,19646210.709999993,26-FEB-23,"2","txf"
4531,901962.05,859932.0299999999,828255.0700000001,802008.88,781809.0299999999,751516.5,702338.79,696471.41,738196.1,766714.35,804617.7999999999,823190.66,843550.36,914828.76,958847.5,957671.19,918487.0900000001,853167.9299999999,881577.97,953821.9600000001,992785.77,1021901.03,1010045.37,961051.82,20724749.42,27-FEB-23,"0","txf"
4532,909945.7200000001,870928.77,839546.71,814255.6,795319.3500000001,765706.36,714365.51,696736.26,728210.62,758232.9,799571.87,838258.26,845087.52,897776.81,946703.62,947487.61,922144.8,861195.98,889932.26,961651.61,996815.04,1036010.73,1028867.2699999999,982498.9299999999,20847250.11,28-FEB-23,"0","txf"
4533,935008.5099999999,892058.9900000001,866446.0199999999,825947.58,803776.4400000001,773240.11,714060.8,696846.48,726461.92,753780.9500000001,802639.83,842457.9400000001,856184.77,923914.29,974119.49,972034.8,937189.71,881379.5299999999,912706.4099999999,988041.12,1019778.99,1055890.5,1049806.28,1008956.64,21212728.099999998,01-MAR-23,"0","txf"
4534,958469.42,913874.0800000001,875738.55,847710.83,820042.51,771112.7999999999,709673.83,684120.63,715430.33,746264.3200000001,788491.4600000001,827501.14,848457.02,914117.85,959402.89,967399.73,946119.46,893854.75,920332.23,991486.38,1036634.7999999999,1075741.93,1077812.79,1025012.85,21314802.580000002,02-MAR-23,"0","txf"
4536,980206.4500000001,933314.27,894379.2999999999,871939.43,850673.09,828910.95,795004,778805.73,798248.4299999999,809232.27,840237.52,878282.86,893088.1000000001,928348.3200000001,958583.61,956947.0700000001,918358.7100000001,873481.3600000001,912059.83,972256.77,993354.07,1008474.58,1014331.49,999348.98,21687867.189999998,04-MAR-23,"1","txf"
4744,1086278.35,1032138.0900000001,996566.51,958518.1900000001,927325.0900000001,866523.9400000001,797947.46,807393.37,834815.02,862861.5800000001,906135.01,951154.1599999999,979964.5399999999,1051596.14,1088860.17,1064217.88,1024712.46,972833.74,1020524.46,1059652.51,1113872.85,1163007.5,1144022.1,1109019.76,23819940.880000006,28-SEP-23,"0","txf"
4745,1052198.23,1009478.62,967814.29,933099.52,884615.93,819387.9299999999,765691.63,781560.4600000001,830013.98,865720.16,912878.7,955274.4299999999,982574.09,1045150.99,1081393.26,1060480.39,999506.92,965267.31,1030717.8999999999,1065943.8499999999,1105603.69,1141423.6,1159237.7000000002,1128619.75,23543653.330000002,29-SEP-23,"0","txf"
4746,1076011.3800000001,1037306.8099999999,1001542.67,975824.62,949708.0599999999,906253.63,866398.39,865579.21,901557.96,928772,956403.26,994968.6900000001,1007766.06,1023348.2200000001,1032365.8300000001,995208.73,959281.31,956908.91,1021646.5399999999,1047076.12,1064943.39,1086649.22,1095364.0399999998,1083843.32,23834728.37,30-SEP-23,"1","txf"
4747,1054112.05,1021003.15,993477.06,974733.6499999999,950697.86,888270.4299999999,843099.7899999999,823780.7300000001,812551.64,816124.3300000001,835934.33,865276.77,895627.32,924577.52,924985.46,899071.97,868826.6100000001,875242.5599999999,967533.31,1034100.74,1088353.65,1125503.46,1122762.3,1084897.0299999998,22690543.72,01-OCT-23,"2","txf"
4748,1040684.3200000001,998425.64,967027.59,937082.6100000001,911230.37,857739.19,801346.7300000001,811514.32,856695.67,890712.98,925069.09,953488.12,928234.08,962001.5599999999,988314.49,968769.3600000001,932037.6,922284.21,979442.87,1015287.35,1063959.8900000001,1092781.99,1081026.08,1038486.45,22923642.56,02-OCT-23,"0","txf"
4749,991316.07,954303.48,919096.16,889024.2,861200.4500000001,813150.14,759086.43,761899.52,795342.12,815157.97,851375.64,887593.74,901066.5,956494.1000000001,1002050.48,988455.82,935864.05,913395.58,993139.02,1035310.04,1065970.7999999998,1105269.7,1102734.2799999998,1053685.55,22351981.840000004,03-OCT-23,"0","txf"
4750,988239.12,924104.24,875622.1,839523.0800000001,816363.4800000001,775468.49,730038.09,716012.66,729678.28,737811.4400000001,765090.92,805656.1699999999,820285.6,867112.37,902893.5,898897.87,872434.03,850636.19,926183.71,968222.21,1012146.47,1047357.41,1039569.8500000001,992310.4299999999,20901657.71,04-OCT-23,"0","txf"
